Participant,Device,Method,Size,Offset,aligned(Offset) for Device,aligned(Offset) for Method,aligned(Offset) for Device*Method,aligned(Offset) for Size,aligned(Offset) for Device*Size,aligned(Offset) for Method*Size,aligned(Offset) for Device*Method*Size,ART(Offset) for Device,ART(Offset) for Method,ART(Offset) for Device*Method,ART(Offset) for Size,ART(Offset) for Device*Size,ART(Offset) for Method*Size,ART(Offset) for Device*Method*Size
P3,tPad,Normal,Half,0.0739,-0.0624322299024372682435108182,-0.0330571546508565397725873166,-0.0449768501404080504185467307,-0.0449758812627827747974897260,-0.0320214542335955797549869661,-0.0384213999514975517492265298,-0.0381724532662776552154105615,254,482,366,387,488,414,427
P3,tPad,Normal,Half,0.0756,-0.0607322299024372682435108182,-0.0313571546508565397725873166,-0.0432768501404080504185467307,-0.0432758812627827747974897260,-0.0303214542335955797549869661,-0.0367213999514975517492265298,-0.0364724532662776552154105615,272.5,494.5,376.5,409.5,502.5,432.5,442.5
P3,tPad,Clipped,Quarter,0.0173,-0.0971341605564955818762925361,-0.0840365999247978943410415491,-0.0726625325651975398168291569,-0.0910252014573649441494706679,-0.0679080580167574741353841651,-0.0753977856601873907941686235,-0.0707046691514044766352622577,65,121,198,114,228,173,207
P3,tPad,Clipped,Quarter,0.1125,-0.0019341605564955818762925361,0.0111634000752021056589584509,0.0225374674348024601831708431,0.0041747985426350558505293321,0.0272919419832425258646158349,0.0198022143398126092058313765,0.0244953308485955233647377423,751,816,870,777,887,851,875
P3,tPad,Clipped,Quarter,0.0623,-0.0521341605564955818762925361,-0.0390365999247978943410415491,-0.0276625325651975398168291569,-0.0460252014573649441494706679,-0.0229080580167574741353841651,-0.0303977856601873907941686235,-0.0257046691514044766352622577,359,425,524,378,563,501,534
P3,tPad,Clipped,Quarter,0.0795,-0.0349341605564955818762925361,-0.0218365999247978943410415491,-0.0104625325651975398168291569,-0.0288252014573649441494706679,-0.0057080580167574741353841651,-0.0131977856601873907941686235,-0.0085046691514044766352622577,513,590,671,520,705,652,684
P3,tPad,Clipped,Quarter,0.0568,-0.0576341605564955818762925361,-0.0445365999247978943410415491,-0.0331625325651975398168291569,-0.0515252014573649441494706679,-0.0284080580167574741353841651,-0.0358977856601873907941686235,-0.0312046691514044766352622577,306,378,471,328,521,444,483
P3,tPad,Clipped,Quarter,0.0552,-0.0592341605564955818762925361,-0.0461365999247978943410415491,-0.0347625325651975398168291569,-0.0531252014573649441494706679,-0.0300080580167574741353841651,-0.0374977856601873907941686235,-0.0328046691514044766352622577,288,353,452,318,506,425,470
P3,tPad,Clipped,Quarter,0.0352,-0.0792341605564955818762925361,-0.0661365999247978943410415491,-0.0547625325651975398168291569,-0.0731252014573649441494706679,-0.0500080580167574741353841651,-0.0574977856601873907941686235,-0.0528046691514044766352622577,151,222,304,200,350,282,317
P3,tPad,Clipped,Quarter,0.0648,-0.0496341605564955818762925361,-0.0365365999247978943410415491,-0.0251625325651975398168291569,-0.0435252014573649441494706679,-0.0204080580167574741353841651,-0.0278977856601873907941686235,-0.0232046691514044766352622577,384,445,547,407,582,525,558
P3,tPad,Clipped,Quarter,0.0568,-0.0576341605564955818762925361,-0.0445365999247978943410415491,-0.0331625325651975398168291569,-0.0515252014573649441494706679,-0.0284080580167574741353841651,-0.0358977856601873907941686235,-0.0312046691514044766352622577,306,378,471,328,521,444,483
P3,tPad,Normal,ThreeQuarters,0.0565,-0.0702571235194585448392554991,-0.0408820482678778163683319975,-0.0528017437574293270142914116,-0.0301173045905025600457072538,-0.0673076761489581448540299388,-0.0502392300044116918762324268,-0.0468016588213449945283782067,205,415,327,506,234,335,352
P3,tPad,Normal,ThreeQuarters,0.073,-0.0537571235194585448392554991,-0.0243820482678778163683319975,-0.0363017437574293270142914116,-0.0136173045905025600457072538,-0.0508076761489581448540299388,-0.0337392300044116918762324268,-0.0303016588213449945283782067,344,567,439,648,345,469,490
P3,tPad,Normal,ThreeQuarters,0.0905,-0.0362571235194585448392554991,-0.0068820482678778163683319975,-0.0188017437574293270142914116,0.0038826954094974399542927462,-0.0333076761489581448540299388,-0.0162392300044116918762324268,-0.0128016588213449945283782067,500.5,705.5,586.5,775.5,472.5,630.5,657.5
P3,tPad,Normal,ThreeQuarters,0.0732,-0.0535571235194585448392554991,-0.0241820482678778163683319975,-0.0361017437574293270142914116,-0.0134173045905025600457072538,-0.0506076761489581448540299388,-0.0335392300044116918762324268,-0.0301016588213449945283782067,346,570,441,652,347,472,495
P3,tPad,Normal,ThreeQuarters,0.0962,-0.0305571235194585448392554991,-0.0011820482678778163683319975,-0.0131017437574293270142914116,0.0095826954094974399542927462,-0.0276076761489581448540299388,-0.0105392300044116918762324268,-0.0071016588213449945283782067,547,748,652,813,529,670,694
P3,tPad,Normal,ThreeQuarters,0.0799,-0.0468571235194585448392554991,-0.0174820482678778163683319975,-0.0294017437574293270142914116,-0.0067173045905025600457072538,-0.0439076761489581448540299388,-0.0268392300044116918762324268,-0.0234016588213449945283782067,408,617,514,706,402,534,555
P3,tPad,Normal,ThreeQuarters,0.1126,-0.0141571235194585448392554991,0.0152179517321221836316680025,0.0032982562425706729857085884,0.0259826954094974399542927462,-0.0112076761489581448540299388,0.0058607699955883081237675732,0.0092983411786550054716217933,671,834,764,880,661,786,802
P3,tPad,Normal,ThreeQuarters,0.0642,-0.0625571235194585448392554991,-0.0331820482678778163683319975,-0.0451017437574293270142914116,-0.0224173045905025600457072538,-0.0596076761489581448540299388,-0.0425392300044116918762324268,-0.0391016588213449945283782067,253,480,365,576,283,379,414
P3,tPad,Normal,ThreeQuarters,0.0558,-0.0709571235194585448392554991,-0.0415820482678778163683319975,-0.0535017437574293270142914116,-0.0308173045905025600457072538,-0.0680076761489581448540299388,-0.0509392300044116918762324268,-0.0475016588213449945283782067,201,412,323,501,227,332,346
P4,Normal,Clipped,Quarter,0.0263,-0.0538953007229656975849869250,-0.0826919871301850997282469363,-0.0773110124083474337281443880,-0.0896805886627521495366760551,-0.0822165357984767351874951084,-0.0740531728655745961813740107,-0.0819527329762268221247578560,341,133,175,124,155,188,142
P4,Normal,Clipped,Quarter,0.1413,0.0611046992770343024150130750,0.0323080128698149002717530637,0.0376889875916525662718556120,0.0253194113372478504633239449,0.0327834642015232648125048916,0.0409468271344254038186259893,0.0330472670237731778752421440,993,905,926,878,907,939,908
P4,Normal,Clipped,Quarter,0.0916,0.0114046992770343024150130750,-0.0173919871301850997282469363,-0.0120110124083474337281443880,-0.0243805886627521495366760551,-0.0169165357984767351874951084,-0.0087531728655745961813740107,-0.0166527329762268221247578560,825,618,662,557,611,680,623
P4,Normal,Clipped,Quarter,0.0195,-0.0606953007229656975849869250,-0.0894919871301850997282469363,-0.0841110124083474337281443880,-0.0964805886627521495366760551,-0.0890165357984767351874951084,-0.0808531728655745961813740107,-0.0887527329762268221247578560,274,99,133,91,116,147,116
P4,Normal,Clipped,Quarter,0,-0.0801953007229656975849869250,-0.1089919871301850997282469363,-0.1036110124083474337281443880,-0.1159805886627521495366760551,-0.1085165357984767351874951084,-0.1003531728655745961813740107,-0.1082527329762268221247578560,143,61,70,38,55,73,63
P4,Normal,Clipped,Quarter,0.1108,0.0306046992770343024150130750,0.0018080128698149002717530637,0.0071889875916525662718556120,-0.0051805886627521495366760551,0.0022834642015232648125048916,0.0104468271344254038186259893,0.0025472670237731778752421440,909,768,790,722,753,809,762
P4,Normal,Clipped,Quarter,0.0672,-0.0129953007229656975849869250,-0.0417919871301850997282469363,-0.0364110124083474337281443880,-0.0487805886627521495366760551,-0.0413165357984767351874951084,-0.0331531728655745961813740107,-0.0410527329762268221247578560,683,408,437,356,426,477,396
P4,Normal,Clipped,Quarter,0.1168,0.0366046992770343024150130750,0.0078080128698149002717530637,0.0131889875916525662718556120,0.0008194113372478504633239449,0.0082834642015232648125048916,0.0164468271344254038186259893,0.0085472670237731778752421440,931,799,825,758,790,835,800
P4,Normal,Clipped,Quarter,0.1102,0.0300046992770343024150130750,0.0012080128698149002717530637,0.0065889875916525662718556120,-0.0057805886627521495366760551,0.0016834642015232648125048916,0.0098468271344254038186259893,0.0019472670237731778752421440,908,762,789,716,750,806,760
P4,Normal,Clipped,Half,0.0697,-0.0247306542583192329385222786,-0.0535273406655386350817822899,-0.0481463659437009690816797416,-0.0491685526575818291710121847,-0.0554314165779204012550761095,-0.0490296796656504940613110476,-0.0433794420079381846035097492,585,302,349,350,314,343,377
P4,Normal,Clipped,Half,0.1444,0.0499693457416807670614777214,0.0211726593344613649182177101,0.0265536340562990309183202584,0.0255314473424181708289878153,0.0192685834220795987449238905,0.0256703203343495059386889524,0.0313205579920618153964902508,966,861,881,879,850,890,903
P4,Normal,Clipped,Half,0.0872,-0.0072306542583192329385222786,-0.0360273406655386350817822899,-0.0306463659437009690816797416,-0.0316685526575818291710121847,-0.0379314165779204012550761095,-0.0315296796656504940613110476,-0.0258794420079381846035097492,727,452,506,496,443,491,531
P4,Normal,Clipped,Half,0,-0.0944306542583192329385222786,-0.1232273406655386350817822899,-0.1178463659437009690816797416,-0.1188685526575818291710121847,-0.1251314165779204012550761095,-0.1187296796656504940613110476,-0.1130794420079381846035097492,82.5,38.5,48.5,27.5,22.5,42.5,46.5
P4,Normal,Clipped,Half,0.0774,-0.0170306542583192329385222786,-0.0458273406655386350817822899,-0.0404463659437009690816797416,-0.0414685526575818291710121847,-0.0477314165779204012550761095,-0.0413296796656504940613110476,-0.0356794420079381846035097492,645,361,399,420,374,387,448
P4,Normal,Clipped,Half,0.0996,0.0051693457416807670614777214,-0.0236273406655386350817822899,-0.0182463659437009690816797416,-0.0192685526575818291710121847,-0.0255314165779204012550761095,-0.0191296796656504940613110476,-0.0134794420079381846035097492,795,575,589,610,549,605,650
P4,Normal,Clipped,Half,0.0127,-0.0817306542583192329385222786,-0.1105273406655386350817822899,-0.1051463659437009690816797416,-0.1061685526575818291710121847,-0.1124314165779204012550761095,-0.1060296796656504940613110476,-0.1003794420079381846035097492,136,54,62,59,47,61,75
P4,Normal,Clipped,Half,0.1238,0.0293693457416807670614777214,0.0005726593344613649182177101,0.0059536340562990309183202584,0.0049314473424181708289878153,-0.0013314165779204012550761095,0.0050703203343495059386889524,0.0107205579920618153964902508,906,759,785,785,730,781,814
P4,Normal,Clipped,Half,0.17,0.0755693457416807670614777214,0.0467726593344613649182177101,0.0521536340562990309183202584,0.0511314473424181708289878153,0.0448685834220795987449238905,0.0512703203343495059386889524,0.0569205579920618153964902508,1023,957,970,965,957,971,982
P4,Normal,Normal,ThreeQuarters,0.0838,-0.0735855295417659449566628681,-0.0861047013291023061642503648,-0.0925371664840127875889869706,-0.0753399576517270498416256211,-0.0783141809580315744202618749,-0.0954618830656361816721507941,-0.1010992844470541736577984445,183,110,93,189,174,85,73
P4,Normal,Normal,ThreeQuarters,0.0952,-0.0621855295417659449566628681,-0.0747047013291023061642503648,-0.0811371664840127875889869706,-0.0639399576517270498416256211,-0.0669141809580315744202618749,-0.0840618830656361816721507941,-0.0896992844470541736577984445,257,179,150,260,237,136,113
P4,Normal,Normal,ThreeQuarters,0.1716,0.0142144704582340550433371319,0.0016952986708976938357496352,-0.0047371664840127875889869706,0.0124600423482729501583743789,0.0094858190419684255797381251,-0.0076618830656361816721507941,-0.0132992844470541736577984445,843,765,707,826,799,687,652
P4,Normal,Normal,ThreeQuarters,0.642,0.4846144704582340550433371319,0.4720952986708976938357496352,0.4656628335159872124110130294,0.4828600423482729501583743789,0.4798858190419684255797381251,0.4627381169343638183278492059,0.4571007155529458263422015555,1174,1175,1174,1176,1176,1174,1174
P4,Normal,Normal,ThreeQuarters,0.11,-0.0473855295417659449566628681,-0.0599047013291023061642503648,-0.0663371664840127875889869706,-0.0491399576517270498416256211,-0.0521141809580315744202618749,-0.0692618830656361816721507941,-0.0748992844470541736577984445,401,267,238,351,334,222,175
P4,Normal,Normal,ThreeQuarters,0.2136,0.0562144704582340550433371319,0.0436952986708976938357496352,0.0372628335159872124110130294,0.0544600423482729501583743789,0.0514858190419684255797381251,0.0343381169343638183278492059,0.0287007155529458263422015555,987,950,921,969,968,913,893
P4,Normal,Normal,ThreeQuarters,0.2561,0.0987144704582340550433371319,0.0861952986708976938357496352,0.0797628335159872124110130294,0.0969600423482729501583743789,0.0939858190419684255797381251,0.0768381169343638183278492059,0.0712007155529458263422015555,1057,1049,1034,1066,1061,1027,1017
P4,Normal,Normal,ThreeQuarters,0.1717,0.0143144704582340550433371319,0.0017952986708976938357496352,-0.0046371664840127875889869706,0.0125600423482729501583743789,0.0095858190419684255797381251,-0.0075618830656361816721507941,-0.0131992844470541736577984445,844,767,711,827,801,688,654
P4,Normal,Normal,ThreeQuarters,0.0948,-0.0625855295417659449566628681,-0.0751047013291023061642503648,-0.0815371664840127875889869706,-0.0643399576517270498416256211,-0.0673141809580315744202618749,-0.0844618830656361816721507941,-0.0900992844470541736577984445,252,176,146,258,233,133,112
P4,Normal,Clipped,ThreeQuarters,0.1711,0.0195400528123878377685484285,-0.0092566335948315643747115828,-0.0038756588729938983746090345,0.0177856247024267328835856755,0.0148114013961222083049494217,-0.0000056839909642822907003000,0.0046116881954456441324682331,866,690,718,851,827,748,776
P4,Normal,Clipped,ThreeQuarters,0.0412,-0.1103599471876121622314515715,-0.1391566335948315643747115828,-0.1337756588729938983746090345,-0.1121143752975732671164143245,-0.1150885986038777916950505783,-0.1299056839909642822907003000,-0.1252883118045543558675317669,37,15,21,49,39,27,33
P4,Normal,Clipped,ThreeQuarters,0.1832,0.0316400528123878377685484285,0.0028433664051684356252884172,0.0082243411270061016253909655,0.0298856247024267328835856755,0.0269114013961222083049494217,0.0120943160090357177092997000,0.0167116881954456441324682331,913.5,773.5,797.5,898.5,885.5,815.5,845.5
P4,Normal,Clipped,ThreeQuarters,0.3716,0.2200400528123878377685484285,0.1912433664051684356252884172,0.1966243411270061016253909655,0.2182856247024267328835856755,0.2153114013961222083049494217,0.2004943160090357177092997000,0.2051116881954456441324682331,1146,1139,1144,1148,1147,1146,1147
P4,Normal,Clipped,ThreeQuarters,0.0819,-0.0696599471876121622314515715,-0.0984566335948315643747115828,-0.0930756588729938983746090345,-0.0714143752975732671164143245,-0.0743885986038777916950505783,-0.0892056839909642822907003000,-0.0845883118045543558675317669,210,81,90,211,186,108,129
P4,Normal,Clipped,ThreeQuarters,0.4822,0.3306400528123878377685484285,0.3018433664051684356252884172,0.3072243411270061016253909655,0.3288856247024267328835856755,0.3259114013961222083049494217,0.3110943160090357177092997000,0.3157116881954456441324682331,1164,1159,1162,1164,1164,1162,1163
P4,Normal,Clipped,ThreeQuarters,0.3521,0.2005400528123878377685484285,0.1717433664051684356252884172,0.1771243411270061016253909655,0.1987856247024267328835856755,0.1958114013961222083049494217,0.1809943160090357177092997000,0.1856116881954456441324682331,1139,1132,1135,1140,1141,1135,1138
P4,Normal,Clipped,ThreeQuarters,0.1212,-0.0303599471876121622314515715,-0.0591566335948315643747115828,-0.0537756588729938983746090345,-0.0321143752975732671164143245,-0.0350885986038777916950505783,-0.0499056839909642822907003000,-0.0452883118045543558675317669,548,274,318,493,458,338,361
P4,Normal,Clipped,ThreeQuarters,0.2589,0.1073400528123878377685484285,0.0785433664051684356252884172,0.0839243411270061016253909655,0.1055856247024267328835856755,0.1026114013961222083049494217,0.0877943160090357177092997000,0.0924116881954456441324682331,1068,1029,1042,1078,1077,1055,1064
