Participant,Device,Method,Size,TimeMillis,aligned(TimeMillis) for Device,aligned(TimeMillis) for Method,aligned(TimeMillis) for Device*Method,aligned(TimeMillis) for Size,aligned(TimeMillis) for Device*Size,aligned(TimeMillis) for Method*Size,aligned(TimeMillis) for Device*Method*Size,ART(TimeMillis) for Device,ART(TimeMillis) for Method,ART(TimeMillis) for Device*Method,ART(TimeMillis) for Size,ART(TimeMillis) for Device*Size,ART(TimeMillis) for Method*Size,ART(TimeMillis) for Device*Method*Size
P9,Normal,Normal,Quarter,15000.858,7287.178852629650949814223665,1681.6441621487532741529893609,4929.014665652763480960799313,4899.783827751553377860534085,6258.553483213228683375703569,6408.990137654233014764555553,4583.675478605895506789023752,1058,863,1030,1028,1049,1050,1018
P9,Normal,Normal,Quarter,3555.2034,-4158.475747370349050185776335,-9764.010437851246725847010639,-6516.639934347236519039200687,-6545.870772248446622139465915,-5187.101116786771316624296431,-5036.664462345766985235444447,-6861.979121394104493210976248,371,44,187,181,282,285,173
P9,Normal,Normal,Quarter,4715.2697,-2998.409447370349050185776335,-8603.944137851246725847010639,-5356.573634347236519039200687,-5385.804472248446622139465915,-4027.034816786771316624296431,-3876.598162345766985235444447,-5701.912821394104493210976248,497,91,246,257,374,379,243
P9,Normal,Normal,Quarter,8163.4669,449.787752629650949814223665,-5155.7469378512467258470106391,-1908.376434347236519039200687,-1937.607272248446622139465915,-578.837616786771316624296431,-428.400962345766985235444447,-2253.715621394104493210976248,813,375,590,602,740,770,559
P9,Normal,Normal,Quarter,8951.512,1237.832852629650949814223665,-4367.7018378512467258470106391,-1120.331334347236519039200687,-1149.562172248446622139465915,209.207483213228683375703569,359.644137654233014764555553,-1465.670521394104493210976248,873.5,454.5,692.5,692.5,822.5,836.5,672.5
P9,Normal,Normal,Quarter,8951.512,1237.832852629650949814223665,-4367.7018378512467258470106391,-1120.331334347236519039200687,-1149.562172248446622139465915,209.207483213228683375703569,359.644137654233014764555553,-1465.670521394104493210976248,873.5,454.5,692.5,692.5,822.5,836.5,672.5
P9,Normal,Normal,Quarter,4045.2313,-3668.447847370349050185776335,-9273.982537851246725847010639,-6026.612034347236519039200687,-6055.842872248446622139465915,-4697.073216786771316624296431,-4546.636562345766985235444447,-6371.951221394104493210976248,428,63,208,212,316,324,191
P9,Normal,Normal,Quarter,3351.1917,-4362.487447370349050185776335,-9968.022137851246725847010639,-6720.651634347236519039200687,-6749.882472248446622139465915,-5391.112816786771316624296431,-5240.676162345766985235444447,-7065.990821394104493210976248,358,37,175,171,268,265,162
P9,Normal,Normal,Quarter,7411.424,-302.255147370349050185776335,-5907.7898378512467258470106391,-2660.419334347236519039200687,-2689.650172248446622139465915,-1330.880516786771316624296431,-1180.443862345766985235444447,-3005.758521394104493210976248,765,296,505,518,664,694,479
P9,Normal,Clipped,Half,20084.1488,5651.246111767420396862021228,7295.519933293746663409249256,4520.333486108396596602031060,4814.747888941658001857672104,2220.197396622101419769769828,5084.014761459411516858905437,1730.475384289960374644965763,1028,1055,1018,1027,945,1026,931
P9,Normal,Clipped,Half,16135.923,1703.020311767420396862021228,3347.294133293746663409249256,572.107686108396596602031060,866.522088941658001857672104,-1728.028403377898580230230172,1135.788961459411516858905437,-2217.750415710039625355034237,893,946,848,867,625,884,564
P9,Normal,Clipped,Half,13694.7833,-738.119388232579603137978772,906.154433293746663409249256,-1869.032013891603403397968940,-1574.617611058341998142327896,-4169.168103377898580230230172,-1305.350738540588483141094563,-4658.890115710039625355034237,733,823,593,646,360,677,316
P9,Normal,Clipped,Half,9699.5548,-4733.347888232579603137978772,-3089.074066706253336590750744,-5864.260513891603403397968940,-5569.846111058341998142327896,-8164.396603377898580230230172,-5300.579238540588483141094563,-8654.118615710039625355034237,317,568,217,243,104,257,78
P9,Normal,Clipped,Half,9955.5694,-4477.333288232579603137978772,-2833.059466706253336590750744,-5608.245913891603403397968940,-5313.831511058341998142327896,-7908.382003377898580230230172,-5044.564638540588483141094563,-8398.104015710039625355034237,338,586,229,262,112,283,91
P9,Normal,Clipped,Half,22111.2647,7678.362011767420396862021228,9322.635833293746663409249256,6547.449386108396596602031060,6841.863788941658001857672104,4247.313296622101419769769828,7111.130661459411516858905437,3757.591284289960374644965763,1063,1077,1057,1062,1015,1064,996
P9,Normal,Clipped,Half,8831.5051,-5601.397588232579603137978772,-3957.123766706253336590750744,-6732.310213891603403397968940,-6437.895811058341998142327896,-9032.446303377898580230230172,-6168.628938540588483141094563,-9522.168315710039625355034237,240,497,174,190,70,200,57
P9,Normal,Clipped,Half,7129.4078,-7303.494888232579603137978772,-5659.221066706253336590750744,-8434.407513891603403397968940,-8139.993111058341998142327896,-10734.543603377898580230230172,-7870.726238540588483141094563,-11224.265615710039625355034237,150,323,98,99,35,113,21
P9,Normal,Clipped,Half,8850.5062,-5582.396488232579603137978772,-3938.122666706253336590750744,-6713.309113891603403397968940,-6418.894711058341998142327896,-9013.445203377898580230230172,-6149.627838540588483141094563,-9503.167215710039625355034237,241,498,176,192,72,201,58
P9,Normal,Normal,Half,7319.4186,-248.152012475003845562221196,-5853.6867029559015212234555001,-2606.316199451891314415645548,-1084.650235300766240566570320,-3679.200727620322822654472596,-3250.818939204113481111624224,-121.759165963851259006850484,767,301,512,699,415,441,801
P9,Normal,Normal,Half,9155.5237,1587.953087524996154437778804,-4017.5816029559015212234555001,-770.211099451891314415645548,751.454864699233759433429680,-1843.095627620322822654472596,-1414.713839204113481111624224,1714.345934036148740993149516,891,494,727,859,612,665,929
P9,Normal,Normal,Half,7731.4422,163.871587524996154437778804,-5441.6631029559015212234555001,-2194.292599451891314415645548,-672.626635300766240566570320,-3267.177127620322822654472596,-2838.795339204113481111624224,290.264434036148740993149516,792.5,347.5,559.5,745.5,455.5,494.5,834.5
P9,Normal,Normal,Half,7731.4422,163.871587524996154437778804,-5441.6631029559015212234555001,-2194.292599451891314415645548,-672.626635300766240566570320,-3267.177127620322822654472596,-2838.795339204113481111624224,290.264434036148740993149516,792.5,347.5,559.5,745.5,455.5,494.5,834.5
P9,Normal,Normal,Half,2704.1546,-4863.416012475003845562221196,-10468.950702955901521223455500,-7221.580199451891314415645548,-5699.914235300766240566570320,-8294.464727620322822654472596,-7866.082939204113481111624224,-4737.023165963851259006850484,304,25,151,230,96,115,310
P9,Normal,Normal,Half,2444.1398,-5123.430812475003845562221196,-10728.965502955901521223455500,-7481.594999451891314415645548,-5959.929035300766240566570320,-8554.479527620322822654472596,-8126.097739204113481111624224,-4997.037965963851259006850484,271,16,136,217,83,99,286
P9,Normal,Normal,Half,5583.3193,-1984.251312475003845562221196,-7589.7860029559015212234555001,-4342.415499451891314415645548,-2820.749535300766240566570320,-5415.300027620322822654472596,-4986.918239204113481111624224,-1857.858465963851259006850484,612,155,327,500,265,288,614
P9,Normal,Normal,Half,8650.4947,1082.924087524996154437778804,-4522.6106029559015212234555001,-1275.240099451891314415645548,246.425864699233759433429680,-2348.124627620322822654472596,-1919.742839204113481111624224,1209.316934036148740993149516,865,444,673,825,569,618,903
P9,Normal,Normal,Half,7983.4566,415.885987524996154437778804,-5189.6487029559015212234555001,-1942.278199451891314415645548,-420.612235300766240566570320,-3015.162727620322822654472596,-2586.780939204113481111624224,542.278834036148740993149516,809,372,583,773,482,524,854
P9,Normal,Clipped,Quarter,18620.065,2713.815416817925447367071733,4358.089238344251713914299761,1582.902791158901647107081565,326.420391939827875413382153,1685.190047401503180928551637,38.515764214425657356774659,1522.933342908889750947756198,939,993,914,828,914,810,921
P9,Normal,Clipped,Quarter,12371.7077,-3534.541883182074552632928267,-1890.268061655748286085700239,-4665.454508841098352892918435,-5921.936908060172124586617847,-4563.167252598496819071448363,-6209.841535785574342643225341,-4725.423957091110249052243802,449,652,296,218,326,198,311
P9,Normal,Clipped,Quarter,12279.7023,-3626.547283182074552632928267,-1982.273461655748286085700239,-4757.459908841098352892918435,-6013.942308060172124586617847,-4655.172652598496819071448363,-6301.846935785574342643225341,-4817.429357091110249052243802,435,642,287,214,317,191,301
P9,Normal,Clipped,Quarter,27807.5905,11901.340916817925447367071733,13545.614738344251713914299761,10770.428291158901647107081565,9513.945891939827875413382153,10872.715547401503180928551637,9226.041264214425657356774659,10710.458842908889750947756198,1111,1116,1108,1101,1110,1093,1109
P9,Normal,Clipped,Quarter,14714.8417,-1191.407883182074552632928267,452.865938344251713914299761,-2322.320508841098352892918435,-3578.802908060172124586617847,-2220.033252598496819071448363,-3866.707535785574342643225341,-2382.289957091110249052243802,693,803,539,409,585,380,546
P9,Normal,Clipped,Quarter,11002.6293,-4903.620283182074552632928267,-3259.346461655748286085700239,-6034.532908841098352892918435,-7291.015308060172124586617847,-5932.245652598496819071448363,-7578.919935785574342643225341,-6094.502357091110249052243802,300,550,207,140,220,130,212
P9,Normal,Clipped,Quarter,7948.4546,-7957.794983182074552632928267,-6313.521161655748286085700239,-9088.707608841098352892918435,-10345.190008060172124586617847,-8986.420352598496819071448363,-10633.094635785574342643225341,-9148.677057091110249052243802,125,260,78,49,73,40,65
P9,Normal,Clipped,Quarter,9115.5213,-6790.728283182074552632928267,-5146.454461655748286085700239,-7921.640908841098352892918435,-9178.123308060172124586617847,-7819.353652598496819071448363,-9466.027935785574342643225341,-7981.610357091110249052243802,170,377,115,71,118,65,104
P9,Normal,Clipped,Quarter,6592.3771,-9313.872483182074552632928267,-7669.598661655748286085700239,-10444.785108841098352892918435,-11701.267508060172124586617847,-10342.497852598496819071448363,-11989.172135785574342643225341,-10504.754557091110249052243802,90,149,55,29,40,21,36
P9,Normal,Normal,ThreeQuarters,9323.5333,2691.038023826789599088366311,-2914.4966666541080765728679931,332.873836849902130234941959,372.840596360245990412777940,1586.164873628358588474614580,962.761102713602354365701162,-236.510831885880402640848785,938,579,829,832,907,873,792
P9,Normal,Normal,ThreeQuarters,9295.5316,2663.036323826789599088366311,-2942.4983666541080765728679931,304.872136849902130234941959,344.838896360245990412777940,1558.163173628358588474614580,934.759402713602354365701162,-264.512531885880402640848785,936,578,826,830,904,872,787
P9,Normal,Normal,ThreeQuarters,3327.1903,-3305.304976173210400911633689,-8910.839666654108076572867993,-5663.469163150097869765058041,-5623.502403639754009587222060,-4410.178126371641411525385420,-5033.581897286397645634298838,-6232.853831885880402640848785,476,76,227,241,343,286,200
P9,Normal,Normal,ThreeQuarters,10831.6195,4199.124223826789599088366311,-1406.4104666541080765728679931,1840.960036849902130234941959,1880.926796360245990412777940,3094.251073628358588474614580,2470.847302713602354365701162,1271.575368114119597359151215,996,689,931,933,982,960,907
P9,Normal,Normal,ThreeQuarters,7586.4339,953.938623826789599088366311,-4651.5960666541080765728679931,-1404.225563150097869765058041,-1364.258803639754009587222060,-150.934526371641411525385420,-774.338297286397645634298838,-1973.610231885880402640848785,856,428,655,666,783,743,599
P9,Normal,Normal,ThreeQuarters,6304.3606,-328.134676173210400911633689,-5933.6693666541080765728679931,-2686.298863150097869765058041,-2646.332103639754009587222060,-1433.007826371641411525385420,-2056.411597286397645634298838,-3255.683531885880402640848785,761,292,498,522,652,593,455
P9,Normal,Normal,ThreeQuarters,12731.7282,6099.232923826789599088366311,493.6982333458919234271320069,3741.068736849902130234941959,3781.035496360245990412777940,4994.359773628358588474614580,4370.956002713602354365701162,3171.684068114119597359151215,1042,806,1000,1000,1034,1014,983
P9,Normal,Normal,ThreeQuarters,6755.3864,122.891123826789599088366311,-5482.6435666541080765728679931,-2235.273063150097869765058041,-2195.306303639754009587222060,-981.982026371641411525385420,-1605.385797286397645634298838,-2804.657731885880402640848785,788,341,552,576,695,645,495
P9,Normal,Normal,ThreeQuarters,5256.3006,-1376.194676173210400911633689,-6981.7293666541080765728679931,-3734.358863150097869765058041,-3694.392103639754009587222060,-2481.067826371641411525385420,-3104.471597286397645634298838,-4303.743531885880402640848785,672,199,381,391,554,458,351
P10,tPad,Clipped,Quarter,12230.6995,396.496254310020680579056214,5744.423535734824104486690333,1674.422641925584672673355862,1712.754689330400265985772725,1603.456829758579939745702041,1424.850061604998047929165231,1600.103264464751905069518732,807,1025,921,922,909,909,924
P10,tPad,Clipped,Quarter,14239.8145,2405.611254310020680579056214,7753.538535734824104486690333,3683.537641925584672673355862,3721.869689330400265985772725,3612.571829758579939745702041,3433.965061604998047929165231,3609.218264464751905069518732,927,1063,999,998,996,992,993
P10,tPad,Clipped,Quarter,10003.5722,-1830.631045689979319420943786,3517.296235734824104486690333,-552.704658074415327326644138,-514.372610669599734014227275,-623.670470241420060254297959,-802.277238395001952070834769,-627.024035535248094930481268,635,956,750,763,733,740,755
P10,tPad,Clipped,Quarter,4435.2537,-7398.949545689979319420943786,-2051.022264265175895513309667,-6121.023158074415327326644138,-6082.691110669599734014227275,-6191.988970241420060254297959,-6370.595738395001952070834769,-6195.342535535248094930481268,147,639,203,210,205,185,201
P10,tPad,Clipped,Quarter,10943.626,-890.577245689979319420943786,4457.350035734824104486690333,387.349141925584672673355862,425.681189330400265985772725,316.383329758579939745702041,137.776561604998047929165231,313.029764464751905069518732,719,996,835,839,832,818,837
P10,tPad,Clipped,Quarter,9741.5572,-2092.646045689979319420943786,3255.281235734824104486690333,-814.719658074415327326644138,-776.387610669599734014227275,-885.685470241420060254297959,-1064.292238395001952070834769,-889.039035535248094930481268,595,941,722,738,709,704,729
P10,tPad,Clipped,Quarter,8743.5001,-3090.703145689979319420943786,2257.224135734824104486690333,-1812.776758074415327326644138,-1774.444710669599734014227275,-1883.742570241420060254297959,-2062.349338395001952070834769,-1887.096135535248094930481268,492,896,601,620,608,591,611
P10,tPad,Clipped,Quarter,9702.5549,-2131.648345689979319420943786,3216.278935734824104486690333,-853.721958074415327326644138,-815.389910669599734014227275,-924.687770241420060254297959,-1103.294538395001952070834769,-928.041335535248094930481268,591,938,720,734,700,699,724
P10,tPad,Clipped,Quarter,5975.3417,-5858.861545689979319420943786,-510.934264265175895513309667,-4580.935158074415327326644138,-4542.603110669599734014227275,-4651.900970241420060254297959,-4830.507738395001952070834769,-4655.254535535248094930481268,220,738,303,316,319,306,317
P10,tPad,Clipped,Half,16257.9299,-4029.476545100753730195354560,1318.450736324049693712279559,-2751.550157485189738101054912,-1162.321308028038967839297593,-605.490129042304136011604580,-893.054435510285452838064260,-248.657280492964516904107160,383,842,490,690,735,725,791
P10,tPad,Clipped,Half,10443.5974,-9843.809045100753730195354560,-4495.881763675950306287720441,-8565.882657485189738101054912,-6976.653808028038967839297593,-6419.822629042304136011604580,-6707.386935510285452838064260,-6062.989780492964516904107160,77,447,94,164,189,173,218
P10,tPad,Clipped,Half,7677.4391,-12609.967345100753730195354560,-7262.040063675950306287720441,-11332.040957485189738101054912,-9742.812108028038967839297593,-9185.980929042304136011604580,-9473.545235510285452838064260,-8829.148080492964516904107160,39,173,43,62,65,64,70
P10,tPad,Clipped,Half,5687.3253,-14600.081145100753730195354560,-9252.153863675950306287720441,-13322.154757485189738101054912,-11732.925908028038967839297593,-11176.094729042304136011604580,-11463.659035510285452838064260,-10819.261880492964516904107160,20,66,20,28,27,30,30
P10,tPad,Clipped,Half,5528.3163,-14759.090145100753730195354560,-9411.162863675950306287720441,-13481.163757485189738101054912,-11891.934908028038967839297593,-11335.103729042304136011604580,-11622.668035510285452838064260,-10978.270880492964516904107160,18,59,18,26,23,28,27
P10,tPad,Clipped,Half,8491.4856,-11795.920845100753730195354560,-6447.993563675950306287720441,-10517.994457485189738101054912,-8928.765608028038967839297593,-8371.934429042304136011604580,-8659.498735510285452838064260,-8015.101580492964516904107160,45,243,54,74,94,83,103
P10,tPad,Clipped,Half,10803.618,-9483.788445100753730195354560,-4135.861163675950306287720441,-8205.862057485189738101054912,-6616.633208028038967839297593,-6059.802029042304136011604580,-6347.366335510285452838064260,-5702.969180492964516904107160,83,475,105,177,213,187,241
P10,tPad,Clipped,Half,9240.5285,-11046.877945100753730195354560,-5698.950663675950306287720441,-9768.951557485189738101054912,-8179.722708028038967839297593,-7622.891529042304136011604580,-7910.455835510285452838064260,-7266.058680492964516904107160,54,321,65,95,123,111,148
P10,tPad,Clipped,Half,10407.5953,-9879.811145100753730195354560,-4531.883863675950306287720441,-8601.884757485189738101054912,-7012.655908028038967839297593,-6455.824729042304136011604580,-6743.389035510285452838064260,-6098.991880492964516904107160,75,441,91,160,186,169,210
P10,tPad,Normal,ThreeQuarters,15572.8908,7498.945681300761421319796955,5597.0644507183409030189687419,9769.360567869719127879287713,8884.401713732694970004614675,8479.409135822062563206315231,9474.322220086051333957537897,10409.891369543973741527184371,1061,1020,1101,1089,1089,1100,1105
P10,tPad,Normal,ThreeQuarters,6427.3676,-1646.577518699238578680203045,-3548.4587492816590969810312581,623.837367869719127879287713,-261.121486267305029995385325,-666.114064177937436793684769,328.799020086051333957537897,1264.368169543973741527184371,648,531,853,785,728,833,906
P10,tPad,Normal,ThreeQuarters,4904.2805,-3169.664618699238578680203045,-5071.5458492816590969810312581,-899.249732130280872120712287,-1784.208586267305029995385325,-2189.201164177937436793684769,-1194.288079913948666042462103,-258.718930456026258472815629,487,391,718,619,587,691,788
P10,tPad,Normal,ThreeQuarters,4742.2712,-3331.673918699238578680203045,-5233.5551492816590969810312581,-1061.259032130280872120712287,-1946.217886267305029995385325,-2351.210464177937436793684769,-1356.297379913948666042462103,-420.728230456026258472815629,474,370,702,601,568,671,772
P10,tPad,Normal,ThreeQuarters,2084.1192,-5989.825918699238578680203045,-7891.7071492816590969810312581,-3719.411032130280872120712287,-4604.369886267305029995385325,-5009.362464177937436793684769,-4014.449379913948666042462103,-3078.880230456026258472815629,212,134,383,313,295,368,472
P10,tPad,Normal,ThreeQuarters,6491.3713,-1582.573818699238578680203045,-3484.4550492816590969810312581,687.841067869719127879287713,-197.117786267305029995385325,-602.110364177937436793684769,392.802720086051333957537897,1328.371869543973741527184371,655,538,860,787,736,838,910
P10,tPad,Normal,ThreeQuarters,7028.402,-1045.543118699238578680203045,-2947.4243492816590969810312581,1224.871767869719127879287713,339.912913732694970004614675,-65.079664177937436793684769,929.833420086051333957537897,1865.402569543973741527184371,708,576,888,829,792,871,936
P10,tPad,Normal,ThreeQuarters,957.0548,-7116.890318699238578680203045,-9018.771549281659096981031258,-4846.475432130280872120712287,-5731.434286267305029995385325,-6136.426864177937436793684769,-5141.513779913948666042462103,-4205.944630456026258472815629,155,71,283,227,208,274,358
P10,tPad,Normal,ThreeQuarters,11625.665,3551.719881300761421319796955,1649.8386507183409030189687419,5822.134767869719127879287713,4937.175913732694970004614675,4532.183335822062563206315231,5527.096420086051333957537897,6462.665569543973741527184371,970,862,1046,1029,1020,1035,1060
P10,tPad,Clipped,ThreeQuarters,3989.2281,-7831.576230875164504606128971,-2483.648949450361080698494852,-6553.649843259600512511829323,-6446.120198443230955921311251,-6851.112776353863362719610695,-6354.264781861306317925425511,-6933.026253738424760259049369,130,615,183,189,170,186,168
P10,tPad,Clipped,ThreeQuarters,2603.1489,-9217.655430875164504606128971,-3869.728149450361080698494852,-7939.729043259600512511829323,-7832.199398443230955921311251,-8237.191976353863362719610695,-7740.343981861306317925425511,-8319.105453738424760259049369,92,506,113,114,100,122,94
P10,tPad,Clipped,ThreeQuarters,4305.2463,-7515.558030875164504606128971,-2167.630749450361080698494852,-6237.631643259600512511829323,-6130.101998443230955921311251,-6535.094576353863362719610695,-6038.246581861306317925425511,-6617.008053738424760259049369,141,632,196,208,183,208,182
P10,tPad,Clipped,ThreeQuarters,9483.5425,-2337.261830875164504606128971,3010.665450549638919301505148,-1059.335443259600512511829323,-951.805798443230955921311251,-1356.798376353863362719610695,-859.950381861306317925425511,-1438.711853738424760259049369,561,932,703,715,659,730,675
P10,tPad,Clipped,ThreeQuarters,8307.4752,-3513.329130875164504606128971,1834.598150549638919301505148,-2235.402743259600512511829323,-2127.873098443230955921311251,-2532.865676353863362719610695,-2036.017681861306317925425511,-2614.779153738424760259049369,454,879,551,586,548,599,521
P10,tPad,Clipped,ThreeQuarters,7566.4328,-4254.371530875164504606128971,1093.555750549638919301505148,-2976.445143259600512511829323,-2868.915498443230955921311251,-3273.908076353863362719610695,-2777.060081861306317925425511,-3355.821553738424760259049369,363,833,467,494,454,504,447
P10,tPad,Clipped,ThreeQuarters,8290.4742,-3530.330130875164504606128971,1817.597150549638919301505148,-2252.403743259600512511829323,-2144.874098443230955921311251,-2549.866676353863362719610695,-2053.018681861306317925425511,-2631.780153738424760259049369,450,877,547,583,545,594,518
P10,tPad,Clipped,ThreeQuarters,9852.5636,-1968.240730875164504606128971,3379.686550549638919301505148,-690.314343259600512511829323,-582.784698443230955921311251,-987.777276353863362719610695,-490.929281861306317925425511,-1069.690753738424760259049369,616,948,736,755,692,764,705
P10,tPad,Clipped,ThreeQuarters,3299.1887,-8521.615630875164504606128971,-3173.688349450361080698494852,-7243.689243259600512511829323,-7136.159598443230955921311251,-7541.152176353863362719610695,-7044.304181861306317925425511,-7623.065653738424760259049369,111,556,149,150,131,153,131
P10,tPad,Normal,Half,2695.1542,-4994.3042895237066637865860237,-6896.1855201061271820874142368,-2723.8894029547489572270952657,-2127.1490524509919014305290567,-1570.3178734652570696028360437,-4293.3177563543391419755829607,-5118.6773910180335336145487007,284,210,493,587,640,349,275
P10,tPad,Normal,Half,1715.0981,-5974.3603895237066637865860237,-7876.2416201061271820874142368,-3703.9455029547489572270952657,-3107.2051524509919014305290567,-2550.3739734652570696028360437,-5273.3738563543391419755829607,-6098.7334910180335336145487007,216,136,386,463,544,260,211
P10,tPad,Normal,Half,5731.3278,-1958.1306895237066637865860237,-3860.0119201061271820874142368,312.2841970452510427729047343,909.0245475490080985694709433,1465.8557265347429303971639563,-1257.1441563543391419755829607,-2082.5037910180335336145487007,618,508,828,870,900,683,588
P10,tPad,Normal,Half,8387.4798,698.0213104762933362134139763,-1203.8599201061271820874142368,2968.4361970452510427729047343,3565.1765475490080985694709433,4122.0077265347429303971639563,1399.0078436456608580244170393,573.6482089819664663854512993,838,703,974,991,1013,905,857
P10,tPad,Normal,Half,5403.3091,-2286.1493895237066637865860237,-4188.0306201061271820874142368,-15.7345029547489572270952657,581.0058475490080985694709433,1137.8370265347429303971639563,-1585.1628563543391419755829607,-2410.5224910180335336145487007,567,467,791,845,875,649,543
P10,tPad,Normal,Half,782.0447,-6907.4137895237066637865860237,-8809.295020106127182087414237,-4636.9989029547489572270952657,-4040.2585524509919014305290567,-3483.4273734652570696028360437,-6206.4272563543391419755829607,-7031.7868910180335336145487007,163,80,299,356,434,199,164
P10,tPad,Normal,Half,6087.3482,-1602.1102895237066637865860237,-3503.9915201061271820874142368,668.3045970452510427729047343,1265.0449475490080985694709433,1821.8761265347429303971639563,-901.1237563543391419755829607,-1726.4833910180335336145487007,653,535,859,891,928,721,640
P10,tPad,Normal,Half,5767.3298,-1922.1286895237066637865860237,-3824.0099201061271820874142368,348.2861970452510427729047343,945.0265475490080985694709433,1501.8577265347429303971639563,-1221.1421563543391419755829607,-2046.5017910180335336145487007,624,511,830,874,903,688,590
P10,tPad,Normal,Half,6059.3466,-1630.1118895237066637865860237,-3531.9931201061271820874142368,640.3029970452510427729047343,1237.0433475490080985694709433,1793.8745265347429303971639563,-929.1253563543391419755829607,-1754.4849910180335336145487007,650,532,856,888,925,719,635
P10,Normal,Normal,Quarter,18604.0641,10890.384952629650949814223665,5284.8502621487532741529893609,8532.220765652763480960799313,8502.989927751553377860534085,9861.759583213228683375703569,10012.196237654233014764555553,8186.881578605895506789023752,1102,1015,1085,1082,1100,1107,1082
P10,Normal,Normal,Quarter,15430.8826,7717.203452629650949814223665,2111.6687621487532741529893609,5359.039265652763480960799313,5329.808427751553377860534085,6688.578083213228683375703569,6839.014737654233014764555553,5013.700078605895506789023752,1065,889,1036,1036,1063,1056,1028
P10,Normal,Normal,Quarter,10235.5855,2521.906352629650949814223665,-3083.6283378512467258470106391,163.742165652763480960799313,134.511327751553377860534085,1493.280983213228683375703569,1643.717637654233014764555553,-181.597021394104493210976248,931,570,813,815,902,921,799
P10,Normal,Normal,Quarter,10467.5987,2753.919552629650949814223665,-2851.6151378512467258470106391,395.755365652763480960799313,366.524527751553377860534085,1725.294183213228683375703569,1875.730837654233014764555553,50.416178605895506789023752,941,585,836,831,917,929,815
P10,Normal,Normal,Quarter,9275.5305,1561.851352629650949814223665,-4043.6833378512467258470106391,-796.312834347236519039200687,-825.543672248446622139465915,533.225983213228683375703569,683.662637654233014764555553,-1141.652021394104493210976248,890,491,724,731,844,859,703
P10,Normal,Normal,Quarter,8823.5047,1109.825552629650949814223665,-4495.7091378512467258470106391,-1248.338634347236519039200687,-1277.569472248446622139465915,81.200183213228683375703569,231.636837654233014764555553,-1593.677821394104493210976248,866,448,675,677,809,826,652
P10,Normal,Normal,Quarter,11235.6427,3521.963552629650949814223665,-2083.5711378512467258470106391,1163.799365652763480960799313,1134.568527751553377860534085,2493.338183213228683375703569,2643.774837654233014764555553,818.460178605895506789023752,968,637,887,880,952,965,872
P10,Normal,Normal,Quarter,6656.3807,-1057.298447370349050185776335,-6662.8331378512467258470106391,-3415.462634347236519039200687,-3444.693472248446622139465915,-2085.923816786771316624296431,-1935.487162345766985235444447,-3760.801821394104493210976248,706,230,415,430,596,612,399
P10,Normal,Normal,Quarter,5244.3,-2469.379147370349050185776335,-8074.913837851246725847010639,-4827.543334347236519039200687,-4856.774172248446622139465915,-3498.004516786771316624296431,-3347.567862345766985235444447,-5172.882521394104493210976248,549,121,284,290,433,427,274
P10,tPad,Normal,Quarter,6231.3564,-2616.5077377923758335821638293,-4518.3889683747963518829920424,-346.0928512234181270226730713,-1300.2493027719962481754473183,-1409.5471623438165744155180023,208.9570071306833887285741497,60.9692398905002778521609917,541,445,772,674,655,824,818
P10,tPad,Normal,Quarter,4073.233,-4774.6311377923758335821638293,-6676.5123683747963518829920424,-2504.2162512234181270226730713,-3458.3727027719962481754473183,-3567.6705623438165744155180023,-1949.1663928693166112714258503,-2097.1541601094997221478390083,311,228,518,429,422,611,585
P10,tPad,Normal,Quarter,879.0503,-7968.813837792375833582163829,-9870.695068374796351882992042,-5698.3989512234181270226730713,-6652.5554027719962481754473183,-6761.8532623438165744155180023,-5143.3490928693166112714258503,-5291.3368601094997221478390083,123,40,225,175,176,273,269
P10,tPad,Normal,Quarter,1083.0619,-7764.8022377923758335821638293,-9666.683468374796351882992042,-5494.3873512234181270226730713,-6448.5438027719962481754473183,-6557.8416623438165744155180023,-4939.3374928693166112714258503,-5087.3252601094997221478390083,132,47,238,188,182,297,278
P10,tPad,Normal,Quarter,2356.1347,-6491.7294377923758335821638293,-8393.610668374796351882992042,-4221.3145512234181270226730713,-5175.4710027719962481754473183,-5284.7688623438165744155180023,-3666.2646928693166112714258503,-3814.2524601094997221478390083,184,98,339,268,277,395,393
P10,tPad,Normal,Quarter,3399.1944,-5448.6697377923758335821638293,-7350.5509683747963518829920424,-3178.2548512234181270226730713,-4132.4113027719962481754473183,-4241.7091623438165744155180023,-2623.2049928693166112714258503,-2771.1927601094997221478390083,249,170,445,351,353,522,498
P10,tPad,Normal,Quarter,2681.1533,-6166.7108377923758335821638293,-8068.592068374796351882992042,-3896.2959512234181270226730713,-4850.4524027719962481754473183,-4959.7502623438165744155180023,-3341.2460928693166112714258503,-3489.2338601094997221478390083,202,123,362,291,297,429,433
P10,tPad,Normal,Quarter,3679.2105,-5168.6536377923758335821638293,-7070.5348683747963518829920424,-2898.2387512234181270226730713,-3852.3952027719962481754473183,-3961.6930623438165744155180023,-2343.1888928693166112714258503,-2491.1766601094997221478390083,266,191,476,376,383,559,536
P10,tPad,Normal,Quarter,8727.4992,-120.3649377923758335821638293,-2022.2461683747963518829920424,2150.0499487765818729773269287,1195.8934972280037518245526817,1086.5956376561834255844819977,2705.0998071306833887285741497,2557.1120398905002778521609917,775,641,949,886,874,966,959
