Participant,Method,AppsNumber,Distance,Rechecks,aligned(Rechecks) for Method,aligned(Rechecks) for AppsNumber,aligned(Rechecks) for Method*AppsNumber,aligned(Rechecks) for Distance,aligned(Rechecks) for Method*Distance,aligned(Rechecks) for AppsNumber*Distance,aligned(Rechecks) for Method*AppsNumber*Distance,ART(Rechecks) for Method,ART(Rechecks) for AppsNumber,ART(Rechecks) for Method*AppsNumber,ART(Rechecks) for Distance,ART(Rechecks) for Method*Distance,ART(Rechecks) for AppsNumber*Distance,ART(Rechecks) for Method*AppsNumber*Distance
P8,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,1,0,-0.4707491582491582491582491582,-0.1732954545454545454545454545,-0.2265361952861952861952861952,-0.2224669393787040845864375276,-0.1798376803172199591636931790,-0.2077382271735498463082700660,-0.1054453686187415981570874428,225,1199,1057,703,802,738,1153
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,2,0,-0.3539230019493177387914230019,-0.0564692982456140350877192982,-0.1097100389863547758284600389,-0.0957909568607509110941605220,-0.0664201264029639315680505612,-0.1196939359267734553775743707,-0.0831047273982056590752242926,1042,1476,1425,1312,1663,1108,1551
P8,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P8,RuntimeBar,2,0,0,-0.4171470999301187980433263452,-0.1196933962264150943396226415,-0.1729341369671558350803633822,-0.1341219001009650973904494156,-0.1423019293889021283258329044,-0.1259930068299795694032739819,-0.1522652042112503397511634745,379,1327,1254,1077,979,963,993
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,RuntimeBar,2,3,0,-0.2662037037037037037037037037,0.0312500000000000000000000000,-0.0219907407407407407407407407,0.0114568682606657290201593999,-0.0585949153987128670672974470,0.0067537161769829288119846708,-0.0614675208907876426166984756,1591,1784.5,1598.5,2055,1797,2097.5,1803.5
P8,TapNFlip,3,0,2,1.3814747718733225979602791197,1.3116445249597423510466988728,1.3031568706387546967257112184,1.1907345396037108665143906172,1.1950500694240427759822400975,1.1766928018330976109672986457,1.1259283862405980218983894802,2432,2434,2432,2432,2441,2429,2433
P8,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P8,TapNFlip,3,0,1,0.3814747718733225979602791197,0.3116445249597423510466988728,0.3031568706387546967257112184,0.1907345396037108665143906172,0.1950500694240427759822400975,0.1766928018330976109672986457,0.1259283862405980218983894802,2155.5,2171.5,2155.5,2155.5,2222.5,2139.5,2165.5
P8,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P8,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P8,TapNFlip,3,1,1,0.5140133412982875348466746316,0.4441830943847072879330943847,0.4356954400637196336121067303,0.2885301280699762673197208301,0.2342055492355935113683374278,0.2842768552284071113741919288,0.2790089728423671959592551896,2201,2275,2275,2243,2243,2217,2240
P8,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P8,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P8,TapNFlip,3,1,1,0.5140133412982875348466746316,0.4441830943847072879330943847,0.4356954400637196336121067303,0.2885301280699762673197208301,0.2342055492355935113683374278,0.2842768552284071113741919288,0.2790089728423671959592551896,2201,2275,2275,2243,2243,2217,2240
P8,TapNFlip,3,0,0,-0.6185252281266774020397208803,-0.6883554750402576489533011272,-0.6968431293612453032742887816,-0.8092654603962891334856093828,-0.8049499305759572240177599025,-0.8233071981669023890327013543,-0.8740716137594019781016105198,136.5,163.5,136.5,136.5,208.5,114.5,134.5
P8,TapNFlip,3,3,2,1.4180880441845354126055880442,1.3482577972709551656920077973,1.3397701429499675113710201429,1.2219831840501394132306857157,1.1945091756464386945439527114,1.1960481632575236839060956316,1.1857050910809859276175115554,2435,2439,2437,2435,2438,2435,2436
P8,TapNFlip,3,0,1,0.3814747718733225979602791197,0.3116445249597423510466988728,0.3031568706387546967257112184,0.1907345396037108665143906172,0.1950500694240427759822400975,0.1766928018330976109672986457,0.1259283862405980218983894802,2155.5,2171.5,2155.5,2155.5,2222.5,2139.5,2165.5
P8,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P8,TapNFlip,3,1,1,0.5140133412982875348466746316,0.4441830943847072879330943847,0.4356954400637196336121067303,0.2885301280699762673197208301,0.2342055492355935113683374278,0.2842768552284071113741919288,0.2790089728423671959592551896,2201,2275,2275,2243,2243,2217,2240
P8,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P8,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
P8,TapNFlip,3,1,1,0.5140133412982875348466746316,0.4441830943847072879330943847,0.4356954400637196336121067303,0.2885301280699762673197208301,0.2342055492355935113683374278,0.2842768552284071113741919288,0.2790089728423671959592551896,2201,2275,2275,2243,2243,2217,2240
P8,TapNFlip,3,2,1,0.1487381989832970225127087872,0.0789079520697167755991285403,0.0704202977487291212781408859,-0.0668951880269015818887941650,0.0147919450028116914450001966,-0.0181534349821725979449516311,0.0604527564376350374083534426,2037,1982,1794,1721,2060,1960,2080
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P8,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P8,RuntimeBar,1,1,0,-0.3703703703703703703703703704,-0.2731481481481481481481481482,0.0370370370370370370370370370,-0.1220881514999162057985587398,-0.0794588924384320803758143912,-0.0908748114630467571644042232,-0.0848929594134197714760374607,650,899,1715,1122,1408,1549,1462
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,0,0,-0.3495370370370370370370370370,-0.2523148148148148148148148148,0.0578703703703703703703703704,-0.0665118372078833363841601074,-0.0746918664958203673195435962,-0.1058900422835483938535402795,-0.0677210688275627172575708316,1090.5,1022.5,1758.5,1756.5,1509.5,1350.5,1653.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,RuntimeBar,1,2,0,-0.3279320987654320987654320988,-0.2307098765432098765432098766,0.0794753086419753086419753086,-0.0698000536768652710681696189,-0.0404292232190782915420596581,-0.0313503391401942126579807740,-0.1084203839638622247317899491,1196.5,1083.5,1846.5,1610.5,1940.5,1907.5,1095.5
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,1,0,-0.3177469135802469135802469136,-0.2189814814814814814814814815,0.1251543209876543209876543210,-0.0679214848332495391318920731,-0.0749351267984624941865669482,-0.0367081447963800904977375565,-0.0676574657941300984060256444,1297.5,1151.5,2037.5,1678.5,1458.5,1800.5,1704.5
P8,Home,1,1,0,-0.3177469135802469135802469136,-0.2189814814814814814814814815,0.1251543209876543209876543210,-0.0679214848332495391318920731,-0.0749351267984624941865669482,-0.0367081447963800904977375565,-0.0676574657941300984060256444,1297.5,1151.5,2037.5,1678.5,1458.5,1800.5,1704.5
P8,Home,1,1,0,-0.3177469135802469135802469136,-0.2189814814814814814814814815,0.1251543209876543209876543210,-0.0679214848332495391318920731,-0.0749351267984624941865669482,-0.0367081447963800904977375565,-0.0676574657941300984060256444,1297.5,1151.5,2037.5,1678.5,1458.5,1800.5,1704.5
P8,Home,1,0,0,-0.3629850088183421516754850088,-0.2642195767195767195767195767,0.0799162257495590828924162258,-0.0784165991126452411460648693,-0.1245375455081660463318892752,-0.1177948041883102986154450414,-0.0621875591273863504145373219,806,940,1905,1448,1067,1154,1753
P8,Home,1,0,0,-0.3629850088183421516754850088,-0.2642195767195767195767195767,0.0799162257495590828924162258,-0.0784165991126452411460648693,-0.1245375455081660463318892752,-0.1177948041883102986154450414,-0.0621875591273863504145373219,806,940,1905,1448,1067,1154,1753
P8,Home,1,0,0,-0.3629850088183421516754850088,-0.2642195767195767195767195767,0.0799162257495590828924162258,-0.0784165991126452411460648693,-0.1245375455081660463318892752,-0.1177948041883102986154450414,-0.0621875591273863504145373219,806,940,1905,1448,1067,1154,1753
P8,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P8,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P8,Home,1,2,0,-0.4126744498121309715512614064,-0.3139090177133655394524959743,0.0302267847557702630166398282,-0.1529991948470209339774557166,-0.1043097547148190365907350113,-0.1145494803103498755672668717,-0.1601464010456845499998081010,434.5,794.5,1661.5,833.5,1158.5,1256.5,937.5
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,1,3,0,-0.3566358024691358024691358025,-0.2578703703703703703703703704,0.0862654320987654320987654321,-0.0774320206282231598687294890,-0.0816390423046283908690001105,-0.1207616648605442961118412457,-0.0840561610954930420393180437,995,980,1965,1551,1366,1061,1504
P8,Home,3,1,0,-0.3315767008142894667717362753,0.0739016942474389282899921198,-0.1953884292093511951667980037,-0.0817512720672920923233814348,-0.0887649140325050473780563099,-0.0860045449088612482689103361,-0.0321908529156914938263422265,1135,1946,1208,1406,1260,1593,1982
P8,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P8,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P8,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P8,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P8,Home,3,3,2,1.6427008476137829371660217431,2.0481792426755113322277501382,1.7788891192187212087709600147,1.9219046294546955797664280566,1.9176976077782903487661574351,1.8959696086620798504418379725,1.8985492154648015510421602837,2474.5,2509.5,2495.5,2505.5,2501.5,2502.5,2501.5
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,3,0,-0.3572991523862170628339782569,0.0481792426755113322277501382,-0.2211108807812787912290399853,-0.0780953705453044202335719434,-0.0823023922217096512338425649,-0.1040303913379201495581620275,-0.1014507845351984489578397163,889,1892,1107,1499,1314,1404,1250
P8,Home,3,0,0,-0.3697877299067775258251448728,0.0356906651549508692365835223,-0.2335994583018392542202066012,-0.0852193202010806152957247333,-0.1313402665966014204815491392,-0.0992610579716938708428167048,-0.0875240264324381523368255225,694,1838,1016,1361,1025,1458,1418
P8,Home,3,1,0,-0.3315767008142894667717362753,0.0739016942474389282899921198,-0.1953884292093511951667980037,-0.0817512720672920923233814348,-0.0887649140325050473780563099,-0.0860045449088612482689103361,-0.0321908529156914938263422265,1135,1946,1208,1406,1260,1593,1982
P8,Home,3,2,0,-0.3998223852783601211274167249,0.0056560097833682739343116702,-0.2636341136734218495224784533,-0.1401471303132500835536110351,-0.0914576901810481861668903298,-0.0914053772685210996097685012,-0.1704384395537424755334617900,517,1666,882,1030,1214,1504,786
P8,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P8,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P8,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
P8,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P8,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P8,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P8,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P8,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P8,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P8,Home,2,3,2,1.5784069325735992402659069326,1.8774038461538461538461538462,1.8025581671415004748338081672,1.8576107144145118828663132461,1.8534036927381066518660426246,1.8529075623308290826581385170,1.8958358652743871404442634472,2445,2492,2498,2492,2489,2488,2499
P8,Home,2,3,0,-0.4215930674264007597340930674,-0.1225961538461538461538461538,-0.1974418328584995251661918328,-0.1423892855854881171336867539,-0.1465963072618933481339573754,-0.1470924376691709173418614830,-0.1041641347256128595557365528,312,1280,1162,983,889,868,1195
P8,Home,2,2,0,-0.3570326278659611992945326279,-0.0580357142857142857142857143,-0.1328813932980599647266313933,-0.0973573729008511617207269381,-0.0486679327686492643340062328,-0.1212603519668737060041407868,-0.0792751889244724287876868889,947.5,1422.5,1371.5,1258.5,1874.5,1013.5,1604.5
P8,Home,2,0,0,-0.3085632401108591584782060973,-0.0095663265306122448979591837,-0.0844120055429579239103048627,-0.0239948304051622479487859578,-0.0701157768006830531346103637,-0.0158659371341767199616105241,-0.0911761389555184173525744092,1393,1538,1475,1958,1613,1997,1372
