Participant,Method,AppsNumber,Distance,Rechecks,aligned(Rechecks) for Method,aligned(Rechecks) for AppsNumber,aligned(Rechecks) for Method*AppsNumber,aligned(Rechecks) for Distance,aligned(Rechecks) for Method*Distance,aligned(Rechecks) for AppsNumber*Distance,aligned(Rechecks) for Method*AppsNumber*Distance,ART(Rechecks) for Method,ART(Rechecks) for AppsNumber,ART(Rechecks) for Method*AppsNumber,ART(Rechecks) for Distance,ART(Rechecks) for Method*Distance,ART(Rechecks) for AppsNumber*Distance,ART(Rechecks) for Method*AppsNumber*Distance
P10,TapNFlip,1,0,0,0.0408950617283950617283950617,-0.3356481481481481481481481482,-0.3186728395061728395061728395,-0.1498451705412166697174934408,-0.1455296407208847602496439605,-0.1892233756168817271868736129,-0.2607721834913872132163593563,1916,741,741,887,934,778,688
P10,TapNFlip,1,2,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3414049919484702093397745571,-0.2597178589187569360059801955,-0.3029552774117991509295857122,-0.3412922420913440740950299055,1737,605.5,634,550.5,660.5,660.5,535.5
P10,TapNFlip,1,2,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3414049919484702093397745571,-0.2597178589187569360059801955,-0.3029552774117991509295857122,-0.3412922420913440740950299055,1737,605.5,634,550.5,660.5,660.5,535.5
P10,TapNFlip,1,2,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3414049919484702093397745571,-0.2597178589187569360059801955,-0.3029552774117991509295857122,-0.3412922420913440740950299055,1737,605.5,634,550.5,660.5,660.5,535.5
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,1,0,0.0779320987654320987654320988,-0.2986111111111111111111111111,-0.2816358024691358024691358024,-0.1475511144628791687615217027,-0.2018756932972619247129051050,-0.1163377744260097201273671861,-0.1684946770731084456574652654,1963,852,833,934,710,1199,835
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,1,3,0,-0.1257716049382716049382716049,-0.5023148148148148148148148148,-0.4853395061728395061728395061,-0.3218764650726676043131739334,-0.3493504734763683229999069377,-0.3652061093049887405562856901,-0.2089373225163457025010038091,1737,605.5,634,601,610,503,736
P10,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P10,TapNFlip,2,0,4,3.3631172839506172839506172840,3.1868055555555555555555555556,3.1783179012345679012345679013,3.1723770516810055525047287815,3.1766925815013374619725782618,3.1805059449519910804919042152,3.3167207181619622013270850379,2559.5,2559.5,2559.5,2559.5,2559.5,2560.5,2563.5
P10,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P10,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P10,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P10,TapNFlip,2,1,0,-0.3693613485280151946818613485,-0.5456730769230769230769230769,-0.5541607312440645773979107312,-0.5948445617563264622088151500,-0.6491691405907092181601985523,-0.5801158495511722239306476884,-0.5270100492413932353014782104,733,440,390,345,313,345,415
P10,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P10,TapNFlip,2,1,4,3.6306386514719848053181386515,3.4543269230769230769230769231,3.4458392687559354226020892688,3.4051554382436735377911848500,3.3508308594092907818398014477,3.4198841504488277760693523116,3.4729899507586067646985217896,2566,2568,2568,2567,2565,2567,2568
P10,TapNFlip,2,0,3,2.3631172839506172839506172840,2.1868055555555555555555555556,2.1783179012345679012345679013,2.1723770516810055525047287815,2.1766925815013374619725782618,2.1805059449519910804919042152,2.3167207181619622013270850379,2519,2519,2519,2519,2519,2521,2534
P10,TapNFlip,2,3,0,-0.3662087634082169601295284355,-0.5425204918032786885245901639,-0.5510081461242663428455778182,-0.5623136235426129595044307640,-0.5897876319463136781911637683,-0.5670167756262957597126054931,-0.6225638146649840385359408367,768,475,425,380,380,380,380
P10,TapNFlip,2,2,3,2.6730789697743720732226479353,2.4967672413793103448275862069,2.4882795870583226905065985526,2.4574455827641734688211449831,2.5391327157938867421549393447,2.4335426036981509245377311344,2.3460604515113495285985727881,2538.5,2543.5,2543.5,2540.5,2540.5,2540.5,2535.5
P10,TapNFlip,2,3,1,0.6337912365917830398704715645,0.4574795081967213114754098361,0.4489918538757336571544221818,0.4376863764573870404955692360,0.4102123680536863218088362317,0.4329832243737042402873945069,0.3774361853350159614640591633,2305,2307,2305,2302,2302,2302,2311
P10,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P10,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P10,TapNFlip,2,0,0,-0.6368827160493827160493827160,-0.8131944444444444444444444444,-0.8216820987654320987654320987,-0.8276229483189944474952712185,-0.8233074184986625380274217382,-0.8194940550480089195080957848,-0.6832792818380377986729149621,116.5,116.5,116.5,116.5,116.5,134.5,290.5
P10,TapNFlip,2,2,0,-0.3269210302256279267773520647,-0.5032327586206896551724137931,-0.5117204129416773094934014474,-0.5425544172358265311788550169,-0.4608672842061132578450606553,-0.5664573963018490754622688656,-0.6539395484886504714014272119,1252,510,510,415,415,415,318
P10,TapNFlip,2,2,1,0.6730789697743720732226479353,0.4967672413793103448275862069,0.4882795870583226905065985526,0.4574455827641734688211449831,0.5391327157938867421549393447,0.4335426036981509245377311344,0.3460604515113495285985727881,2353,2326,2326,2321,2321,2321,2276
P10,TapNFlip,2,2,1,0.6730789697743720732226479353,0.4967672413793103448275862069,0.4882795870583226905065985526,0.4574455827641734688211449831,0.5391327157938867421549393447,0.4335426036981509245377311344,0.3460604515113495285985727881,2353,2326,2326,2321,2321,2321,2276
P10,Flipping,3,0,4,3.3263888888888888888888888889,3.1377314814814814814814814815,3.1215277777777777777777777777,3.0168214961254499969491732259,2.9284281012980604700395546324,3.0027797583548367414020812544,3.1075261997772083471647464429,2554.5,2554.5,2554.5,2557.5,2548.5,2557.5,2556.5
P10,Flipping,3,3,1,0.2893518518518518518518518519,0.1006944444444444444444444445,0.0844907407407407407407407407,-0.0255801687763713080168776371,0.0677914977524061664046772014,-0.0515151895689870373414677212,-0.0462516949626033766018873985,2072.5,2005.5,1934.5,1924.5,2095.5,1637.5,1892.5
P10,Flipping,3,0,1,0.3263888888888888888888888889,0.1377314814814814814814814815,0.1215277777777777777777777777,0.0168214961254499969491732259,-0.0715718987019395299604453676,0.0027797583548367414020812544,0.1075261997772083471647464429,2094,2094,1997,2117,1578,2055,2131
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,2,1,0.5812908496732026143790849673,0.3926334422657952069716775599,0.3764297385620915032679738561,0.2468303021691768494837548546,0.1840384342142654163114521170,0.2955720552139058334275973885,0.0938206463111486328033394307,2232.5,2252.5,2234.5,2204.5,2157.5,2239.5,2106.5
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,1,1,0.3422619047619047619047619048,0.1536044973544973544973544974,0.1374007936507936507936507936,-0.0020484689602336661160190572,0.0747997917115564174387703800,-0.0063017418018028220615479585,0.0367250222250832453419712390,2117,2117,2078,1993,2117,2032,2055
P10,Flipping,3,1,1,0.3422619047619047619047619048,0.1536044973544973544973544974,0.1374007936507936507936507936,-0.0020484689602336661160190572,0.0747997917115564174387703800,-0.0063017418018028220615479585,0.0367250222250832453419712390,2117,2117,2078,1993,2117,2032,2055
P10,Flipping,3,0,0,-0.6736111111111111111111111111,-0.8622685185185185185185185185,-0.8784722222222222222222222223,-0.9831785038745500030508267741,-1.0715718987019395299604453676,-0.9972202416451632585979187456,-0.8924738002227916528352535571,69,69,69,97,9,97,98
P10,Flipping,3,0,1,0.3263888888888888888888888889,0.1377314814814814814814814815,0.1215277777777777777777777777,0.0168214961254499969491732259,-0.0715718987019395299604453676,0.0027797583548367414020812544,0.1075261997772083471647464429,2094,2094,1997,2117,1578,2055,2131
P10,Flipping,3,2,2,1.5812908496732026143790849673,1.3926334422657952069716775599,1.3764297385620915032679738561,1.2468303021691768494837548546,1.1840384342142654163114521170,1.2955720552139058334275973885,1.0938206463111486328033394307,2448.5,2454.5,2445.5,2438.5,2432.5,2441.5,2418.5
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,3,4,3.2893518518518518518518518519,3.1006944444444444444444444445,3.0844907407407407407407407407,2.9744198312236286919831223629,3.0677914977524061664046772014,2.9484848104310129626585322788,2.9537483050373966233981126015,2552.5,2552.5,2552.5,2552.5,2554.5,2550.5,2548.5
P10,Flipping,3,1,1,0.3422619047619047619047619048,0.1536044973544973544973544974,0.1374007936507936507936507936,-0.0020484689602336661160190572,0.0747997917115564174387703800,-0.0063017418018028220615479585,0.0367250222250832453419712390,2117,2117,2078,1993,2117,2032,2055
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,2,0,-0.4187091503267973856209150327,-0.6073665577342047930283224401,-0.6235702614379084967320261439,-0.7531696978308231505162451454,-0.8159615657857345836885478830,-0.7044279447860941665724026115,-0.9061793536888513671966605693,345.5,327.5,284.5,180.5,137.5,243.5,79.5
P10,Flipping,3,1,1,0.3422619047619047619047619048,0.1536044973544973544973544974,0.1374007936507936507936507936,-0.0020484689602336661160190572,0.0747997917115564174387703800,-0.0063017418018028220615479585,0.0367250222250832453419712390,2117,2117,2078,1993,2117,2032,2055
P10,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P10,TapNFlip,3,2,1,0.1487381989832970225127087872,0.0789079520697167755991285403,0.0704202977487291212781408859,-0.0668951880269015818887941650,0.0147919450028116914450001966,-0.0181534349821725979449516311,0.0604527564376350374083534426,2037,1982,1794,1721,2060,1960,2080
P10,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P10,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P10,TapNFlip,3,3,0,-0.5819119558154645873944119558,-0.6517422027290448343079922027,-0.6602298570500324886289798571,-0.7780168159498605867693142843,-0.8054908243535613054560472886,-0.8039518367424763160939043684,-0.8142949089190140723824884446,158,217,185,158,187,158,156
P10,TapNFlip,3,1,3,2.5140133412982875348466746316,2.4441830943847072879330943847,2.4356954400637196336121067303,2.2885301280699762673197208301,2.2342055492355935113683374278,2.2842768552284071113741919288,2.2790089728423671959592551896,2526.5,2534.5,2534.5,2527.5,2527.5,2527.5,2531.5
P10,TapNFlip,3,0,0,-0.6185252281266774020397208803,-0.6883554750402576489533011272,-0.6968431293612453032742887816,-0.8092654603962891334856093828,-0.8049499305759572240177599025,-0.8233071981669023890327013543,-0.8740716137594019781016105198,136.5,163.5,136.5,136.5,208.5,114.5,134.5
P10,TapNFlip,3,0,0,-0.6185252281266774020397208803,-0.6883554750402576489533011272,-0.6968431293612453032742887816,-0.8092654603962891334856093828,-0.8049499305759572240177599025,-0.8233071981669023890327013543,-0.8740716137594019781016105198,136.5,163.5,136.5,136.5,208.5,114.5,134.5
P10,TapNFlip,3,3,1,0.4180880441845354126055880442,0.3482577972709551656920077973,0.3397701429499675113710201429,0.2219831840501394132306857157,0.1945091756464386945439527114,0.1960481632575236839060956316,0.1857050910809859276175115554,2179,2206,2195,2179,2199,2179,2189
P10,TapNFlip,3,1,0,-0.4859866587017124651533253684,-0.5558169056152927120669056153,-0.5643045599362803663878932697,-0.7114698719300237326802791699,-0.7657944507644064886316625722,-0.7157231447715928886258080712,-0.7209910271576328040407448104,188.5,355.5,355.5,235.5,235.5,215.5,261.5
P10,TapNFlip,3,2,1,0.1487381989832970225127087872,0.0789079520697167755991285403,0.0704202977487291212781408859,-0.0668951880269015818887941650,0.0147919450028116914450001966,-0.0181534349821725979449516311,0.0604527564376350374083534426,2037,1982,1794,1721,2060,1960,2080
P10,TapNFlip,3,2,0,-0.8512618010167029774872912128,-0.9210920479302832244008714597,-0.9295797022512708787218591141,-1.0668951880269015818887941650,-0.9852080549971883085549998034,-1.0181534349821725979449516311,-0.9395472435623649625916465574,9,28,28,9,26,52,61
